customer_id,age,gender,province,income,join_date,churn_flag
101,47,M,AB,88991,2025-11-01,False
102,42,M,BC,72240,2025-06-08,True
103,58,F,ON,88592,2023-08-08,False
104,27,M,AB,45816,2025-10-10,False
105,27,F,QC,110912,2024-08-07,True
106,58,M,AB,90126,2024-03-31,True
107,50,M,QC,60770,2025-01-11,True
108,44,M,BC,76944,2025-07-10,True
109,53,F,AB,42429,2025-10-24,True
110,21,M,ON,100217,2023-10-04,False
111,27,F,QC,70525,2025-07-04,False
112,26,F,BC,58034,2025-12-09,False
113,40,M,ON,61338,2024-12-06,True
114,30,F,ON,74689,2025-09-18,True
115,50,F,QC,59926,2024-04-05,True
116,48,M,QC,113047,2024-03-25,True
117,22,F,AB,99503,2023-12-14,True
118,41,F,BC,106533,2025-10-21,False
119,53,F,QC,82341,2025-05-16,True
120,69,F,QC,77302,2026-02-22,False
121,40,M,BC,73972,2023-10-03,False
122,21,F,QC,95210,2024-09-10,False
123,61,M,AB,43130,2026-01-06,False
124,28,F,QC,81934,2023-12-19,False
125,51,F,ON,71394,2024-12-16,True
126,57,M,QC,61750,2023-07-06,False
127,23,M,BC,92604,2025-07-21,False
128,45,M,QC,89426,2023-12-14,False
129,42,F,QC,75191,2023-10-16,False
130,34,M,QC,103827,2023-10-08,True
131,63,M,QC,54226,2026-01-21,False
132,59,F,QC,85201,2024-12-15,False
133,67,M,BC,106232,2025-03-31,True
134,48,M,AB,116729,2023-09-26,True
135,21,F,QC,105414,2023-07-01,False
136,32,F,ON,86389,2024-09-30,False
137,50,F,ON,76072,2024-10-11,True
138,52,F,AB,66975,2024-09-18,True
139,51,M,AB,73898,2024-11-24,False
140,63,M,AB,53335,2025-06-29,False
141,28,M,QC,113580,2023-12-30,False
142,25,M,ON,112919,2023-07-07,False
143,55,F,AB,93922,2024-03-11,True
144,62,M,BC,80812,2024-06-03,True
145,45,M,BC,97054,2024-03-30,False
146,41,M,BC,119726,2025-03-20,False
147,41,M,ON,47645,2024-07-25,True
148,52,F,QC,56743,2025-03-19,False
149,30,M,AB,43561,2023-11-22,False
150,67,M,ON,87159,2024-01-11,False
151,60,F,QC,112103,2025-10-07,True
152,65,M,AB,52450,2025-05-09,True
153,42,F,QC,52390,2024-04-01,True
154,32,F,QC,96470,2024-12-23,True
155,66,M,AB,54902,2023-12-06,True
156,22,M,QC,36504,2023-07-19,True
157,48,M,BC,116538,2023-09-18,False
158,38,M,QC,47942,2026-03-03,True
159,23,F,BC,59463,2024-02-10,True
160,32,M,QC,60910,2025-04-10,True
161,60,M,BC,39835,2026-03-03,True
162,64,F,ON,79363,2024-05-09,True
163,53,M,AB,82143,2024-01-29,False
164,63,F,QC,36070,2025-09-25,False
165,35,M,BC,92722,2023-12-16,True
166,46,M,ON,55009,2023-07-30,False
167,68,M,ON,45617,2024-09-18,False
168,65,M,AB,58093,2023-11-06,False
169,20,M,ON,46166,2024-10-22,True
170,50,M,QC,55954,2024-12-07,False
171,27,M,AB,76875,2023-11-03,True
172,39,F,ON,118200,2024-11-15,False
173,26,M,QC,38905,2023-12-30,False
174,65,M,AB,104201,2024-10-26,True
175,54,M,ON,79612,2025-08-02,True
176,50,F,ON,115331,2024-02-18,True
177,70,M,BC,49175,2023-08-14,False
178,27,F,AB,36917,2025-07-22,False
179,51,M,QC,34195,2024-10-06,True
180,29,F,AB,110355,2025-08-16,True
181,53,F,ON,111203,2025-03-04,False
182,22,F,ON,42171,2025-12-28,True
183,19,F,BC,51149,2024-05-26,True
184,70,M,AB,108415,2023-10-06,False
185,34,F,QC,118801,2025-02-15,False
186,52,F,ON,58221,2026-01-16,False
187,28,F,ON,78449,2024-12-02,True
188,60,M,ON,88273,2025-03-02,False
189,37,M,ON,97959,2024-10-30,True
190,61,M,BC,56117,2025-09-26,True
191,69,M,QC,79606,2025-02-03,True
192,70,F,ON,90217,2024-09-27,True
193,40,M,ON,106847,2026-04-01,False
194,56,F,BC,89124,2023-08-17,True
195,50,M,ON,92184,2024-10-10,True
196,39,F,BC,119682,2025-04-24,False
197,55,F,ON,106447,2026-04-07,True
198,69,M,BC,90714,2025-06-06,False
199,39,M,QC,106207,2023-12-05,True
200,58,F,ON,66097,2024-10-03,True
201,68,M,QC,92182,2025-01-07,False
202,31,M,BC,33149,2025-10-21,False
203,21,F,ON,90550,2024-12-31,False
204,66,M,QC,98657,2025-08-27,True
205,70,M,QC,40949,2025-05-09,False
206,28,M,QC,54625,2025-02-07,False
207,46,F,AB,58640,2025-10-06,False
208,33,F,AB,69587,2024-12-13,False
209,35,F,BC,66455,2023-08-30,True
210,27,M,ON,74065,2024-06-20,False
211,33,F,QC,38808,2024-11-21,True
212,54,F,ON,69441,2025-09-16,True
213,54,M,QC,38599,2024-11-17,False
214,48,M,QC,72096,2023-07-18,False
215,70,F,AB,68184,2023-06-28,True
216,31,M,ON,95154,2024-09-25,False
217,39,F,QC,62086,2024-12-28,False
218,44,F,AB,65253,2024-02-15,True
219,38,M,ON,50353,2025-08-31,True
220,38,M,AB,66942,2024-07-29,False
221,59,F,AB,68336,2026-03-10,False
222,55,M,QC,48858,2024-06-30,False
223,43,F,BC,108626,2025-11-09,False
224,40,M,BC,63708,2023-09-25,False
225,22,F,BC,108798,2026-01-05,True
226,59,F,ON,48592,2025-07-24,True
227,67,F,AB,69225,2023-08-09,True
228,58,F,AB,109817,2024-07-04,False
229,36,M,BC,53516,2026-05-01,True
230,24,M,QC,47739,2024-06-10,False
231,56,M,ON,30669,2026-02-18,False
232,55,F,ON,103880,2024-03-17,False
233,51,F,QC,62585,2025-10-15,True
234,33,M,AB,60240,2023-08-03,False
235,34,M,BC,108259,2024-03-30,False
236,45,F,BC,85550,2024-06-06,False
237,55,F,BC,77037,2026-02-08,True
238,22,F,AB,102210,2026-01-04,False
239,70,M,BC,90415,2023-07-07,True
240,65,M,ON,107049,2024-01-15,True
241,50,M,QC,101738,2026-04-01,False
242,50,M,ON,99705,2025-09-11,False
243,67,M,AB,45136,2024-10-23,False
244,70,F,QC,79335,2026-04-02,False
245,54,F,QC,82198,2026-05-07,True
246,36,M,BC,104238,2023-10-06,False
247,67,F,ON,92103,2025-07-13,False
248,21,M,BC,107355,2025-09-13,True
249,29,F,AB,90685,2025-05-13,True
250,41,M,BC,110817,2024-02-29,True
251,53,F,ON,32362,2023-05-24,True
252,39,M,BC,42132,2025-08-15,True
253,19,M,BC,114328,2024-12-09,True
254,46,M,BC,63835,2025-03-11,False
255,66,F,AB,32580,2024-02-23,True
256,28,M,BC,110479,2023-09-13,False
257,20,M,BC,117191,2025-08-16,False
258,34,M,BC,49400,2024-10-18,False
259,34,F,BC,85872,2023-08-05,False
260,64,F,BC,30020,2023-09-03,True
261,20,M,QC,58164,2025-02-02,False
262,41,F,BC,97188,2025-07-11,True
263,36,F,BC,91460,2023-12-07,True
264,22,M,AB,88702,2025-09-13,False
265,24,F,BC,77264,2023-12-17,False
266,29,M,QC,103141,2026-01-23,True
267,20,F,ON,42757,2024-08-15,False
268,32,M,BC,116656,2024-04-12,True
269,25,F,AB,73187,2024-12-21,False
270,35,M,QC,66232,2025-01-10,False
271,59,F,ON,38461,2024-10-20,True
272,59,F,QC,97132,2026-02-19,True
273,28,M,BC,97114,2024-12-23,False
274,56,F,QC,79805,2025-06-12,False
275,43,M,AB,97076,2024-12-16,False
276,66,F,BC,95855,2026-04-01,True
277,18,F,ON,36605,2023-07-17,False
278,48,M,ON,43741,2024-11-30,False
279,55,M,AB,68507,2024-11-20,True
280,60,F,QC,36243,2024-01-08,False
281,39,F,AB,92124,2025-08-20,True
282,32,F,BC,53031,2025-07-09,False
283,60,M,QC,46618,2026-04-23,False
284,47,M,QC,53004,2024-10-18,True
285,61,M,BC,78182,2025-03-18,True
286,45,M,ON,103911,2024-08-26,True
287,64,F,BC,54695,2024-09-27,False
288,18,M,BC,37232,2024-05-05,True
289,61,F,ON,113941,2026-01-12,True
290,28,F,QC,88376,2026-01-03,True
291,32,F,BC,38498,2026-01-14,False
292,20,F,BC,36904,2023-12-10,False
293,53,F,ON,49268,2024-06-27,True
294,54,M,QC,89198,2024-09-12,True
295,70,M,ON,66859,2024-05-19,True
296,45,F,BC,107400,2024-11-26,True
297,67,F,BC,91920,2023-09-22,False
298,29,M,ON,109939,2024-10-16,False
299,19,F,AB,33803,2024-12-08,False
300,30,F,ON,87580,2023-07-15,True
301,28,F,BC,68851,2024-09-17,True
302,51,M,AB,40806,2026-04-01,False
303,61,M,QC,97625,2024-04-19,True
304,26,M,AB,109913,2025-09-17,False
305,67,M,AB,60507,2025-02-08,False
306,66,M,QC,113044,2026-04-15,False
307,27,M,AB,60979,2024-11-06,False
308,39,M,BC,97159,2024-04-02,False
309,28,F,QC,90407,2024-06-25,False
310,31,F,BC,35137,2025-03-04,False
311,44,F,AB,36314,2025-12-28,False
312,41,M,QC,74266,2025-07-06,False
313,63,M,QC,51845,2023-05-24,False
314,48,M,ON,69866,2024-12-08,False
315,37,F,QC,67554,2025-03-24,True
316,47,M,AB,57995,2025-04-28,False
317,51,F,QC,78957,2024-07-07,True
318,66,M,AB,96871,2025-08-06,True
319,35,M,AB,51546,2024-05-09,False
320,24,F,QC,42264,2024-03-19,False
321,61,M,QC,118744,2024-01-10,False
322,22,F,BC,32225,2026-01-16,False
323,34,M,ON,32568,2023-10-19,False
324,19,F,BC,84556,2025-02-04,False
325,69,F,QC,57518,2024-01-10,True
326,32,M,AB,67909,2023-08-06,False
327,38,M,AB,118771,2025-12-27,False
328,60,M,QC,61907,2024-09-12,True
329,57,M,ON,81683,2024-05-27,False
330,20,M,BC,65686,2024-11-27,False
331,49,M,ON,108576,2024-06-25,True
332,24,F,ON,39432,2024-01-05,True
333,49,F,BC,105874,2023-08-16,True
334,52,M,QC,84366,2026-01-14,False
335,43,M,BC,55272,2026-01-05,True
336,39,F,ON,106169,2024-07-08,True
337,33,F,ON,110044,2025-09-13,True
338,69,F,QC,79255,2023-10-06,True
339,31,F,QC,111369,2025-10-06,True
340,55,M,BC,89943,2025-11-24,True
341,49,M,AB,87035,2023-06-28,False
342,35,M,ON,37266,2023-08-29,False
343,47,M,BC,110607,2025-04-03,True
344,25,F,AB,72821,2025-08-02,False
345,47,M,AB,54149,2025-09-13,True
346,63,M,ON,73449,2024-09-10,True
347,27,M,ON,47463,2024-06-11,False
348,51,F,BC,30853,2025-06-21,False
349,60,M,ON,116195,2025-09-12,True
350,39,F,ON,112302,2023-06-19,True
351,34,F,ON,38528,2026-02-21,False
352,51,F,QC,47627,2026-05-12,False
353,62,F,AB,70487,2024-10-05,False
354,45,F,AB,68879,2026-01-14,False
355,63,F,QC,59432,2023-10-25,True
356,41,M,AB,52001,2026-04-16,True
357,37,M,AB,103258,2025-10-10,False
358,37,F,ON,112029,2026-05-23,False
359,46,M,BC,116181,2024-05-12,True
360,22,M,ON,90196,2023-07-08,True
361,31,F,ON,98086,2025-06-18,True
362,25,M,QC,58069,2023-09-13,True
363,58,M,ON,32392,2023-08-18,True
364,33,F,BC,101620,2026-02-03,True
365,68,F,BC,113729,2024-05-15,False
366,24,M,QC,68704,2024-01-27,False
367,50,F,AB,55739,2024-06-17,False
368,24,F,AB,104683,2023-07-07,False
369,66,M,QC,112474,2023-12-27,True
370,64,M,AB,90804,2026-02-19,True
371,47,M,ON,71190,2026-01-11,False
372,68,F,AB,99028,2023-07-27,False
373,54,F,ON,66059,2025-07-16,True
374,65,F,BC,61541,2024-12-11,False
375,24,F,AB,105881,2024-03-24,True
376,57,F,BC,93432,2024-05-15,True
377,30,F,AB,112067,2024-11-01,False
378,56,M,QC,45454,2024-03-17,True
379,40,F,BC,58399,2024-01-30,True
380,66,F,QC,104771,2024-03-09,True
381,61,M,BC,46667,2023-09-24,True
382,21,M,ON,46439,2025-12-31,False
383,38,F,AB,76954,2023-09-14,True
384,66,M,ON,106640,2024-06-15,False
385,65,M,ON,49836,2024-09-27,False
386,64,F,QC,52011,2023-09-21,True
387,28,F,AB,33501,2024-01-23,False
388,35,F,QC,105895,2026-01-16,True
389,24,F,QC,85302,2024-07-20,False
390,52,F,AB,50745,2026-04-25,True
391,20,M,AB,90071,2025-11-29,False
392,58,M,ON,106279,2025-09-20,True
393,46,M,BC,99215,2026-04-28,True
394,20,F,ON,88815,2024-07-18,True
395,36,M,BC,92327,2025-07-21,False
396,57,M,QC,98158,2025-05-01,True
397,53,F,QC,43208,2024-06-12,True
398,37,M,QC,44055,2026-03-13,False
399,70,F,QC,67706,2026-03-09,True
400,46,F,BC,88542,2024-09-20,True
401,53,M,ON,107140,2023-06-08,True
402,42,M,AB,46991,2024-08-08,True
403,46,F,BC,113157,2026-01-18,True
404,61,M,ON,36995,2025-08-10,False
405,58,M,BC,41854,2024-12-03,True
406,32,F,ON,98546,2026-05-20,True
407,48,M,QC,52632,2025-04-12,False
408,23,F,AB,52487,2023-07-18,False
409,21,F,AB,43111,2023-10-09,True
410,59,F,BC,118990,2026-02-03,False
411,56,M,BC,56429,2023-10-11,True
412,20,M,AB,73438,2023-06-19,True
413,49,M,AB,45229,2025-01-05,False
414,27,M,QC,68829,2025-01-22,False
415,35,F,BC,74152,2026-04-14,True
416,29,F,ON,34125,2025-09-25,True
417,40,M,BC,49612,2026-03-02,False
418,51,M,BC,51681,2023-11-28,False
419,68,M,BC,46414,2025-05-04,False
420,18,M,AB,115123,2024-01-01,False
421,41,M,QC,106713,2023-08-14,False
422,33,F,AB,92743,2023-12-12,False
423,63,M,ON,84138,2023-12-14,True
424,48,F,QC,92731,2025-07-14,True
425,45,F,ON,116372,2024-07-29,True
426,62,M,AB,100280,2026-02-22,True
427,46,F,BC,69383,2024-07-17,True
428,64,F,AB,45909,2025-07-01,True
429,34,F,QC,46424,2023-07-27,False
430,46,F,AB,49891,2024-11-27,True
431,49,F,AB,43160,2026-04-29,False
432,67,F,BC,91706,2023-08-21,False
433,63,M,ON,112193,2024-10-08,False
434,57,M,BC,59670,2025-03-28,True
435,62,F,BC,96735,2025-05-24,False
436,18,M,AB,51369,2025-05-12,False
437,54,M,BC,98431,2026-04-07,False
438,50,F,AB,35480,2023-10-28,True
439,36,F,AB,76259,2024-06-03,True
440,62,M,BC,63189,2023-12-29,True
441,33,F,BC,52844,2025-10-11,False
442,47,M,ON,33088,2025-10-03,False
443,32,M,AB,68927,2024-07-01,True
444,22,M,QC,41174,2024-09-24,True
445,38,M,AB,41199,2023-10-14,True
446,64,F,AB,55004,2025-07-23,False
447,21,M,BC,59578,2023-08-20,True
448,60,F,BC,42004,2024-03-11,True
449,60,F,BC,50612,2025-08-14,True
450,24,M,AB,98847,2024-04-15,True
451,69,M,QC,74130,2025-10-25,False
452,31,F,BC,100225,2026-01-01,False
453,62,F,ON,40222,2025-04-04,False
454,25,M,BC,108776,2024-08-31,False
455,43,M,BC,119980,2025-12-05,True
456,44,F,AB,85144,2025-05-24,False
457,35,M,ON,59883,2026-03-06,False
458,42,F,QC,49778,2023-12-18,True
459,22,F,BC,60445,2024-02-02,True
460,34,M,AB,80739,2025-01-20,False
461,58,F,BC,82424,2025-01-24,True
462,29,M,ON,66122,2026-05-19,False
463,47,F,AB,118132,2026-02-01,False
464,59,M,AB,110598,2024-04-26,False
465,23,M,ON,34854,2025-12-15,False
466,66,F,BC,95258,2023-07-29,False
467,41,M,QC,57032,2025-10-05,False
468,60,F,AB,34125,2025-08-04,True
469,66,M,AB,102048,2026-01-05,False
470,54,F,QC,86248,2026-05-14,True
471,50,F,ON,67909,2026-05-20,True
472,35,M,AB,93207,2024-01-17,True
473,40,M,BC,102857,2026-02-27,False
474,39,F,BC,47628,2025-12-25,True
475,20,F,BC,109378,2026-03-29,False
476,40,M,BC,64420,2026-05-04,True
477,40,M,BC,73182,2026-02-09,True
478,67,F,BC,61347,2026-02-12,True
479,41,F,ON,32949,2026-01-12,True
480,22,F,ON,86630,2024-12-23,True
481,30,M,BC,118640,2023-12-04,True
482,33,F,BC,36417,2024-01-15,True
483,64,F,AB,116518,2024-08-18,True
484,70,M,QC,47558,2025-07-20,True
485,69,F,ON,114699,2024-10-29,True
486,18,M,AB,47101,2024-03-09,True
487,56,M,AB,66642,2025-04-07,True
488,43,M,BC,49646,2024-10-22,True
489,64,M,AB,104934,2025-06-21,False
490,63,M,BC,58146,2025-06-29,True
491,42,F,BC,117954,2024-06-22,True
492,49,F,ON,78610,2024-08-21,True
493,56,F,QC,52908,2024-05-13,True
494,47,M,QC,101397,2023-08-04,True
495,60,M,AB,94631,2025-11-23,True
496,28,M,BC,38531,2025-06-04,True
497,69,F,BC,31282,2024-03-22,False
498,43,F,BC,97573,2025-01-24,False
499,39,F,BC,105245,2025-01-13,True
500,48,F,ON,116249,2025-11-24,True
501,63,F,AB,59295,2024-12-11,True
502,19,M,QC,58159,2025-06-18,False
503,37,M,ON,94083,2025-12-20,True
504,53,F,QC,72382,2024-06-26,False
505,50,M,ON,74702,2025-10-01,False
506,27,F,AB,110623,2025-02-07,False
507,32,M,AB,101115,2025-04-11,True
508,55,M,BC,41867,2025-06-10,False
509,46,M,BC,105586,2026-03-31,True
510,44,M,BC,112759,2025-01-31,True
511,68,M,QC,42168,2024-01-14,False
512,44,F,AB,80170,2024-06-16,True
513,59,M,QC,90419,2023-09-04,True
514,43,M,ON,117065,2024-06-30,False
515,36,F,QC,104729,2024-06-03,True
516,21,M,ON,114767,2025-07-01,True
517,59,F,QC,33993,2024-05-13,False
518,19,M,QC,68401,2026-01-24,False
519,51,F,QC,57080,2023-05-24,True
520,30,M,BC,46299,2023-06-19,True
521,33,M,QC,107940,2023-10-07,False
522,52,M,ON,80731,2024-11-11,True
523,56,F,ON,87210,2024-02-28,True
524,29,M,QC,112499,2025-08-11,True
525,38,F,ON,63815,2024-12-12,True
526,47,M,ON,105223,2024-04-01,False
527,54,F,QC,32953,2025-01-18,False
528,52,M,QC,108571,2025-12-08,False
529,64,M,QC,88708,2024-12-26,True
530,42,F,BC,58646,2025-02-16,False
531,63,M,AB,114887,2023-09-18,False
532,19,M,QC,49353,2023-09-09,False
533,35,M,BC,74791,2026-03-03,True
534,60,M,AB,38815,2025-08-05,False
535,54,F,ON,33709,2026-01-02,False
536,27,F,AB,54376,2026-02-16,True
537,37,M,QC,36679,2024-02-16,True
538,20,M,AB,62354,2026-05-04,True
539,56,M,BC,39723,2023-09-07,True
540,64,M,AB,78631,2025-06-07,False
541,67,M,BC,72962,2025-05-02,False
542,69,M,AB,103772,2024-03-29,False
543,28,F,ON,31310,2025-04-21,True
544,24,F,BC,69908,2025-07-31,False
545,62,M,ON,61934,2025-05-02,False
546,58,F,QC,62126,2024-04-27,False
547,31,F,AB,107681,2023-08-19,True
548,57,F,ON,89739,2023-08-16,True
549,46,F,AB,101273,2026-04-24,False
550,38,M,BC,50154,2024-05-18,True
551,26,M,QC,80918,2025-02-19,False
552,33,M,AB,44399,2023-06-25,False
553,21,F,AB,59589,2026-02-20,True
554,36,F,ON,78143,2024-01-28,True
555,58,F,QC,70544,2023-11-06,True
556,54,M,QC,105553,2025-03-23,True
557,64,M,ON,65454,2025-08-31,False
558,47,M,ON,106188,2023-10-11,True
559,53,F,AB,69504,2024-11-09,False
560,25,F,BC,119837,2026-01-04,True
561,26,M,QC,47286,2023-06-12,True
562,66,M,QC,103288,2025-08-02,False
563,19,M,BC,61435,2023-12-25,True
564,28,F,ON,58072,2025-05-22,True
565,54,M,QC,44876,2025-08-09,False
566,42,M,BC,111783,2025-04-03,False
567,48,F,ON,73008,2025-09-25,True
568,21,M,QC,31284,2025-02-26,False
569,38,F,AB,94132,2023-06-23,True
570,47,M,QC,43748,2023-08-27,True
571,24,F,ON,41084,2025-07-18,True
572,24,M,QC,97412,2026-05-12,True
573,49,F,QC,37563,2025-04-13,False
574,18,F,BC,70387,2026-03-12,True
575,36,F,ON,65014,2024-01-26,True
576,61,F,QC,33214,2023-11-01,False
577,38,M,ON,64419,2025-06-17,True
578,28,F,ON,81488,2025-01-27,True
579,20,F,QC,57758,2024-01-03,False
580,23,M,ON,51621,2026-01-15,True
581,45,M,AB,107001,2024-11-30,True
582,46,F,AB,113331,2023-12-05,True
583,27,M,QC,76481,2026-01-03,False
584,39,F,QC,64052,2025-02-10,False
585,23,M,AB,49860,2025-11-13,False
586,34,F,AB,55929,2024-06-23,False
587,18,M,QC,51836,2024-12-05,False
588,31,M,ON,116371,2025-03-05,True
589,64,M,ON,59068,2023-05-26,True
590,62,F,ON,114076,2024-04-15,False
591,39,F,ON,93372,2025-07-07,False
592,38,M,BC,75950,2025-10-02,True
593,52,F,QC,42826,2024-04-15,True
594,52,F,BC,90147,2023-10-30,True
595,64,M,QC,82817,2023-07-20,True
596,47,M,AB,64988,2023-08-27,False
597,28,F,AB,61155,2025-05-14,False
598,69,F,ON,75313,2025-11-22,True
599,44,F,ON,61981,2025-01-18,True
600,39,M,BC,48636,2026-05-10,False
601,25,M,QC,88944,2025-07-27,False
602,69,F,QC,76503,2026-01-17,True
603,53,F,QC,47170,2024-01-06,False
604,50,M,QC,41137,2023-07-04,False
605,51,M,BC,94384,2025-09-08,False
606,51,F,AB,77071,2024-05-01,True
607,54,M,QC,56106,2024-07-19,False
608,42,M,QC,62586,2025-03-17,False
609,34,M,ON,74622,2025-10-25,False
610,67,M,BC,109180,2025-04-06,True
611,59,F,AB,74746,2023-12-23,False
612,68,F,ON,31818,2023-09-17,False
613,69,M,QC,58726,2023-07-21,False
614,31,M,BC,78473,2025-07-02,False
615,49,M,BC,41778,2023-07-11,True
616,69,M,BC,42318,2026-03-20,False
617,18,F,ON,116826,2023-10-16,False
618,70,F,BC,98972,2025-03-02,False
619,42,F,AB,111947,2024-08-23,True
620,29,M,BC,58366,2024-09-04,True
621,30,F,BC,81026,2024-07-31,False
622,44,F,QC,103314,2024-09-26,True
623,22,F,QC,107752,2025-09-03,True
624,59,F,AB,39711,2025-01-20,False
625,32,M,QC,45162,2024-05-13,True
626,70,F,AB,63300,2024-02-12,False
627,65,M,BC,47759,2025-02-18,False
628,67,F,QC,58124,2025-08-11,False
629,60,F,BC,118800,2023-11-11,False
630,53,M,QC,94804,2025-05-10,True
631,22,M,AB,65396,2024-03-25,False
632,54,F,ON,75341,2024-02-08,True
633,37,F,AB,96849,2025-11-30,False
634,51,F,BC,91709,2023-09-29,True
635,46,F,AB,39333,2024-11-17,False
636,52,M,BC,54940,2024-06-21,True
637,44,F,ON,87588,2025-12-16,False
638,57,M,AB,85699,2025-02-12,False
639,28,M,AB,116222,2023-07-13,False
640,53,F,AB,117660,2025-11-01,True
641,52,F,AB,87540,2023-09-07,True
642,19,M,AB,31814,2026-03-06,False
643,52,M,BC,91981,2026-05-04,True
644,36,M,AB,56584,2026-02-16,True
645,45,F,QC,100725,2025-10-14,False
646,43,F,QC,37163,2024-05-05,True
647,25,M,AB,34394,2026-01-26,False
648,30,M,AB,80734,2023-11-04,True
649,33,M,AB,102608,2026-05-11,False
650,62,F,ON,94143,2026-02-15,False
651,53,F,AB,32797,2023-05-28,False
652,29,M,ON,112337,2024-01-23,False
653,25,M,ON,72622,2023-10-15,False
654,62,F,QC,74398,2026-04-04,True
655,70,M,QC,113778,2025-02-08,True
656,41,F,QC,77877,2026-05-11,False
657,18,F,AB,32026,2024-08-17,False
658,51,F,ON,55523,2024-03-16,True
659,18,F,ON,57287,2024-11-29,True
660,58,M,QC,68287,2023-10-14,True
661,32,F,AB,106551,2024-05-10,True
662,55,M,BC,85278,2024-03-01,False
663,59,F,BC,75091,2025-01-12,False
664,23,M,ON,55982,2023-08-14,False
